candidate_id,education_level,degree,branch,graduation_year,cgpa,skills,interests,preferred_sectors,preferred_states,preferred_cities,preferred_location_type,preferred_duration,experience_level,languages,disability_preference,rural_or_urban
CAND2026-00671,Undergraduate,B.Tech,Automobile Engineering,2027,7.1,"[""Automobile Engineering"", ""Diagnostics""]","[""Automobile"", ""Manufacturing"", ""Renewable Energy""]","[""Automobile"", ""Manufacturing"", ""Renewable Energy""]","[""Rajasthan""]","[""Udaipur""]",On-site,2,No prior experience,"[""English"", ""Hindi""]",No preference,Rural
CAND2026-00672,Undergraduate,B.Tech,Electronics and Communication,2028,8.4,"[""Embedded C"", ""Microcontrollers""]","[""Electronics"", ""Telecommunications"", ""IT""]","[""Electronics"", ""Telecommunications"", ""IT""]","[""Madhya Pradesh""]","[""Bhopal""]",Hybrid,3,0-1 internship experience,"[""English"", ""Hindi""]",No preference,Rural
CAND2026-00673,Undergraduate,B.Tech,Electrical Engineering,2026,5.8,"[""Electrical Safety"", ""Solar Energy""]","[""Renewable Energy"", ""Electronics"", ""Infrastructure""]","[""Renewable Energy"", ""Electronics"", ""Infrastructure""]","[""Himachal Pradesh"", ""Maharashtra""]","[""Shimla"", ""Nagpur""]",Remote,3,Academic project experience,"[""English"", ""Hindi""]",Accessible workplace preferred,Urban
CAND2026-00674,Undergraduate,B.Com,Commerce,2027,7.1,"[""MS Excel"", ""Accounting"", ""Tally"", ""Financial Analysis""]","[""Finance"", ""Accounting"", ""Banking""]","[""Finance"", ""Banking"", ""Marketing""]","[""Maharashtra""]","[""Mumbai""]",On-site,4,No prior experience,"[""English"", ""Hindi"", ""Marathi""]",No preference,Urban
CAND2026-00675,Undergraduate,BBA,Business Administration,2028,8.4,"[""MS Excel"", ""Communication"", ""Financial Analysis"", ""Digital Marketing""]","[""Finance"", ""Marketing"", ""HR""]","[""Finance"", ""Marketing"", ""HR"", ""Logistics""]","[""Gujarat""]","[""Surat""]",Hybrid,6,No prior experience,"[""English"", ""Hindi"", ""Gujarati""]",No preference,Urban
CAND2026-00676,Undergraduate,B.Sc.,Agriculture,2026,5.8,"[""Agriculture"", ""Field Survey"", ""Data Collection"", ""MS Excel""]","[""Agriculture Technology"", ""Rural Development"", ""Sustainability""]","[""Agriculture"", ""Rural Development"", ""Renewable Energy""]","[""Chhattisgarh""]","[""Raipur""]",On-site,2,Academic project experience,"[""English"", ""Hindi""]",No preference,Rural
CAND2026-00677,Undergraduate,B.Sc.,Data Science,2027,7.1,"[""Python"", ""SQL"", ""Data Analysis"", ""Power BI""]","[""Data Science"", ""Business Intelligence"", ""AI/ML""]","[""Data Science"", ""AI/ML"", ""IT""]","[""Andhra Pradesh"", ""Tamil Nadu""]","[""Visakhapatnam"", ""Chennai""]",Hybrid,3,No prior experience,"[""English"", ""Hindi"", ""Telugu""]",No preference,Rural
CAND2026-00678,Undergraduate,BCA,Computer Applications,2028,8.4,"[""Python"", ""JavaScript"", ""SQL"", ""React"", ""MS Excel"", ""Git""]","[""Software Development"", ""IT"", ""Data Science""]","[""Software Development"", ""IT"", ""Data Science""]","[""Tamil Nadu""]","[""Coimbatore""]",Remote,3,No prior experience,"[""English"", ""Hindi"", ""Tamil""]",No preference,Urban
CAND2026-00679,Diploma,Diploma,Civil Engineering,2027,6.5,"[""AutoCAD"", ""Site Survey"", ""MS Excel"", ""Documentation"", ""Project Management"", ""Testing""]","[""Infrastructure"", ""Construction"", ""Urban Development""]","[""Infrastructure"", ""Manufacturing"", ""Renewable Energy""]","[""West Bengal""]","[""Siliguri""]",On-site,4,Academic project experience,"[""Hindi"", ""English"", ""Bengali""]",No preference,Urban
CAND2026-00680,Diploma,Diploma,Electrical Engineering,2028,7.6,"[""Electrical Safety"", ""Solar Energy"", ""Testing"", ""Troubleshooting"", ""MS Excel"", ""AutoCAD""]","[""Renewable Energy"", ""Electronics"", ""Infrastructure""]","[""Renewable Energy"", ""Electronics"", ""Telecommunications""]","[""Kerala""]","[""Thiruvananthapuram""]",Hybrid,6,No prior experience,"[""Hindi"", ""English"", ""Malayalam""]",No preference,Urban
CAND2026-00681,Undergraduate,BA,Public Administration,2028,8.4,"[""MS Excel"", ""Documentation""]","[""Government"", ""E-Governance"", ""Rural Development""]","[""Government"", ""E-Governance"", ""Rural Development""]","[""Goa"", ""Tamil Nadu""]","[""Panaji"", ""Madurai""]",On-site,2,No prior experience,"[""Hindi"", ""English"", ""Konkani""]",No preference,Rural
CAND2026-00682,Undergraduate,BA,Social Work,2026,5.8,"[""Field Survey"", ""Community Engagement""]","[""Rural Development"", ""Education"", ""Healthcare""]","[""Rural Development"", ""Education"", ""Healthcare"", ""Government""]","[""Delhi""]","[""New Delhi""]",Hybrid,3,Academic project experience,"[""Hindi"", ""English""]",No preference,Rural
CAND2026-00683,Undergraduate,B.Sc.,Nursing,2027,7.1,"[""Patient Support"", ""Documentation""]","[""Healthcare"", ""Public Health""]","[""Healthcare"", ""Government"", ""Education""]","[""Odisha""]","[""Cuttack""]",Remote,3,0-1 internship experience,"[""English"", ""Hindi"", ""Odia""]",No preference,Urban
CAND2026-00684,Undergraduate,BA,Tourism,2028,8.4,"[""Customer Service"", ""Communication"", ""Tourism Operations"", ""Content Writing""]","[""Tourism"", ""Hospitality"", ""Marketing""]","[""Tourism"", ""Marketing"", ""Logistics""]","[""Meghalaya""]","[""Shillong""]",On-site,4,No prior experience,"[""English"", ""Hindi""]",No preference,Urban
CAND2026-00685,Undergraduate,B.Tech,Computer Science,2026,5.8,"[""Python"", ""SQL"", ""Data Analysis"", ""Git""]","[""Data Science"", ""Software Development"", ""AI/ML""]","[""IT"", ""Software Development"", ""Data Science"", ""AI/ML""]","[""Telangana"", ""Uttar Pradesh""]","[""Hyderabad"", ""Noida""]",Hybrid,6,Academic project experience,"[""English"", ""Hindi"", ""Telugu""]",Accessible workplace preferred,Urban
CAND2026-00686,Undergraduate,B.Tech,Information Technology,2027,7.1,"[""Python"", ""JavaScript"", ""React"", ""SQL""]","[""Software Development"", ""Cybersecurity"", ""IT""]","[""Software Development"", ""Cybersecurity"", ""IT""]","[""Uttar Pradesh""]","[""Varanasi""]",On-site,2,No prior experience,"[""English"", ""Hindi""]",No preference,Rural
CAND2026-00687,Undergraduate,B.Tech,Artificial Intelligence,2028,8.4,"[""Python"", ""Machine Learning"", ""Pandas"", ""Scikit-learn""]","[""AI/ML"", ""Data Science""]","[""AI/ML"", ""Data Science"", ""Software Development""]","[""Jharkhand""]","[""Ranchi""]",Hybrid,3,No prior experience,"[""English"", ""Hindi""]",No preference,Rural
CAND2026-00688,Undergraduate,B.Tech,Mechanical Engineering,2026,5.8,"[""AutoCAD"", ""SolidWorks"", ""Manufacturing"", ""Quality Control"", ""MS Excel"", ""Testing""]","[""Manufacturing"", ""Automobile"", ""Infrastructure""]","[""Manufacturing"", ""Automobile"", ""Infrastructure""]","[""Jammu and Kashmir""]","[""Srinagar""]",Remote,3,Academic project experience,"[""English"", ""Hindi"", ""Urdu""]",No preference,Urban
CAND2026-00689,Undergraduate,B.Tech,Automobile Engineering,2027,7.1,"[""Automobile Engineering"", ""Diagnostics"", ""AutoCAD"", ""Testing"", ""Electrical Safety""]","[""Automobile"", ""Manufacturing"", ""Renewable Energy""]","[""Automobile"", ""Manufacturing"", ""Renewable Energy""]","[""Maharashtra"", ""Uttar Pradesh""]","[""Pune"", ""Varanasi""]",On-site,4,No prior experience,"[""English"", ""Hindi"", ""Marathi""]",No preference,Urban
CAND2026-00690,Undergraduate,B.Tech,Electronics and Communication,2028,8.4,"[""Embedded C"", ""Microcontrollers"", ""Networking"", ""PCB Design"", ""Troubleshooting"", ""Arduino""]","[""Electronics"", ""Telecommunications"", ""IT""]","[""Electronics"", ""Telecommunications"", ""IT""]","[""Rajasthan""]","[""Udaipur""]",Hybrid,6,No prior experience,"[""English"", ""Hindi""]",No preference,Urban
CAND2026-00691,Undergraduate,B.Tech,Electrical Engineering,2026,5.8,"[""Electrical Safety"", ""Solar Energy""]","[""Renewable Energy"", ""Electronics"", ""Infrastructure""]","[""Renewable Energy"", ""Electronics"", ""Infrastructure""]","[""Madhya Pradesh""]","[""Bhopal""]",On-site,2,Academic project experience,"[""English"", ""Hindi""]",No preference,Rural
CAND2026-00692,Undergraduate,B.Com,Commerce,2027,7.1,"[""MS Excel"", ""Accounting""]","[""Finance"", ""Accounting"", ""Banking""]","[""Finance"", ""Banking"", ""Marketing""]","[""Himachal Pradesh""]","[""Shimla""]",Hybrid,3,No prior experience,"[""English"", ""Hindi""]",No preference,Rural
CAND2026-00693,Undergraduate,BBA,Business Administration,2028,8.4,"[""MS Excel"", ""Communication""]","[""Finance"", ""Marketing"", ""HR""]","[""Finance"", ""Marketing"", ""HR"", ""Logistics""]","[""Maharashtra"", ""Rajasthan""]","[""Mumbai"", ""Udaipur""]",Remote,3,No prior experience,"[""English"", ""Hindi"", ""Marathi""]",No preference,Urban
CAND2026-00694,Undergraduate,B.Sc.,Agriculture,2026,5.8,"[""Agriculture"", ""Field Survey"", ""Data Collection"", ""MS Excel""]","[""Agriculture Technology"", ""Rural Development"", ""Sustainability""]","[""Agriculture"", ""Rural Development"", ""Renewable Energy""]","[""Gujarat""]","[""Surat""]",On-site,4,0-1 internship experience,"[""English"", ""Hindi"", ""Gujarati""]",No preference,Urban
CAND2026-00695,Undergraduate,B.Sc.,Data Science,2027,7.1,"[""Python"", ""SQL"", ""Data Analysis"", ""Power BI""]","[""Data Science"", ""Business Intelligence"", ""AI/ML""]","[""Data Science"", ""AI/ML"", ""IT""]","[""Chhattisgarh""]","[""Raipur""]",Hybrid,6,No prior experience,"[""English"", ""Hindi""]",No preference,Urban
CAND2026-00696,Undergraduate,BCA,Computer Applications,2028,8.4,"[""Python"", ""JavaScript"", ""SQL"", ""React""]","[""Software Development"", ""IT"", ""Data Science""]","[""Software Development"", ""IT"", ""Data Science""]","[""Andhra Pradesh""]","[""Visakhapatnam""]",On-site,2,No prior experience,"[""English"", ""Hindi"", ""Telugu""]",No preference,Rural
CAND2026-00697,Diploma,Diploma,Civil Engineering,2025,7.3,"[""AutoCAD"", ""Site Survey"", ""MS Excel"", ""Documentation""]","[""Infrastructure"", ""Construction"", ""Urban Development""]","[""Infrastructure"", ""Manufacturing"", ""Renewable Energy""]","[""Tamil Nadu"", ""Gujarat""]","[""Coimbatore"", ""Surat""]",Hybrid,3,Academic project experience,"[""Hindi"", ""English"", ""Tamil""]",Accessible workplace preferred,Rural
CAND2026-00698,Diploma,Diploma,Electrical Engineering,2026,8.4,"[""Electrical Safety"", ""Solar Energy"", ""Testing"", ""Troubleshooting"", ""MS Excel"", ""AutoCAD""]","[""Renewable Energy"", ""Electronics"", ""Infrastructure""]","[""Renewable Energy"", ""Electronics"", ""Telecommunications""]","[""West Bengal""]","[""Siliguri""]",Remote,3,No prior experience,"[""Hindi"", ""English"", ""Bengali""]",No preference,Urban
CAND2026-00699,Undergraduate,BA,Public Administration,2028,8.4,"[""MS Excel"", ""Documentation"", ""Communication"", ""Research"", ""Data Entry"", ""Digital Literacy""]","[""Government"", ""E-Governance"", ""Rural Development""]","[""Government"", ""E-Governance"", ""Rural Development""]","[""Kerala""]","[""Thiruvananthapuram""]",On-site,4,No prior experience,"[""Hindi"", ""English"", ""Malayalam""]",No preference,Urban
CAND2026-00700,Undergraduate,BA,Social Work,2026,5.8,"[""Field Survey"", ""Community Engagement"", ""Communication"", ""Data Collection"", ""Documentation"", ""MS Excel""]","[""Rural Development"", ""Education"", ""Healthcare""]","[""Rural Development"", ""Education"", ""Healthcare"", ""Government""]","[""Goa""]","[""Panaji""]",Hybrid,6,Academic project experience,"[""Hindi"", ""English"", ""Konkani""]",No preference,Urban
CAND2026-00701,Undergraduate,B.Sc.,Nursing,2027,7.1,"[""Patient Support"", ""Documentation""]","[""Healthcare"", ""Public Health""]","[""Healthcare"", ""Government"", ""Education""]","[""Delhi"", ""West Bengal""]","[""New Delhi"", ""Siliguri""]",On-site,2,No prior experience,"[""English"", ""Hindi""]",No preference,Rural
CAND2026-00702,Undergraduate,BA,Tourism,2028,8.4,"[""Customer Service"", ""Communication""]","[""Tourism"", ""Hospitality"", ""Marketing""]","[""Tourism"", ""Marketing"", ""Logistics""]","[""Odisha""]","[""Cuttack""]",Hybrid,3,No prior experience,"[""English"", ""Hindi"", ""Odia""]",No preference,Rural
CAND2026-00703,Undergraduate,B.Tech,Computer Science,2026,5.8,"[""Python"", ""SQL""]","[""Data Science"", ""Software Development"", ""AI/ML""]","[""IT"", ""Software Development"", ""Data Science"", ""AI/ML""]","[""Tripura""]","[""Agartala""]",Remote,3,Academic project experience,"[""English"", ""Hindi"", ""Bengali""]",No preference,Urban
CAND2026-00704,Undergraduate,B.Tech,Information Technology,2027,7.1,"[""Python"", ""JavaScript"", ""React"", ""SQL""]","[""Software Development"", ""Cybersecurity"", ""IT""]","[""Software Development"", ""Cybersecurity"", ""IT""]","[""Telangana""]","[""Hyderabad""]",On-site,4,No prior experience,"[""English"", ""Hindi"", ""Telugu""]",No preference,Urban
CAND2026-00705,Undergraduate,B.Tech,Artificial Intelligence,2028,8.4,"[""Python"", ""Machine Learning"", ""Pandas"", ""Scikit-learn""]","[""AI/ML"", ""Data Science""]","[""AI/ML"", ""Data Science"", ""Software Development""]","[""Uttar Pradesh"", ""Odisha""]","[""Varanasi"", ""Cuttack""]",Hybrid,6,0-1 internship experience,"[""English"", ""Hindi""]",No preference,Urban
CAND2026-00706,Undergraduate,B.Tech,Mechanical Engineering,2026,5.8,"[""AutoCAD"", ""SolidWorks"", ""Manufacturing"", ""Quality Control""]","[""Manufacturing"", ""Automobile"", ""Infrastructure""]","[""Manufacturing"", ""Automobile"", ""Infrastructure""]","[""Jharkhand""]","[""Ranchi""]",On-site,2,Academic project experience,"[""English"", ""Hindi""]",No preference,Rural
CAND2026-00707,Undergraduate,B.Tech,Automobile Engineering,2027,7.1,"[""Automobile Engineering"", ""Diagnostics"", ""AutoCAD"", ""Testing""]","[""Automobile"", ""Manufacturing"", ""Renewable Energy""]","[""Automobile"", ""Manufacturing"", ""Renewable Energy""]","[""Jammu and Kashmir""]","[""Srinagar""]",Hybrid,3,No prior experience,"[""English"", ""Hindi"", ""Urdu""]",No preference,Rural
CAND2026-00708,Undergraduate,B.Tech,Electronics and Communication,2028,8.4,"[""Embedded C"", ""Microcontrollers"", ""Networking"", ""PCB Design"", ""Troubleshooting"", ""Arduino""]","[""Electronics"", ""Telecommunications"", ""IT""]","[""Electronics"", ""Telecommunications"", ""IT""]","[""Maharashtra""]","[""Pune""]",Remote,3,No prior experience,"[""English"", ""Hindi"", ""Marathi""]",No preference,Urban
CAND2026-00709,Undergraduate,B.Tech,Electrical Engineering,2026,5.8,"[""Electrical Safety"", ""Solar Energy"", ""AutoCAD"", ""MS Excel"", ""Testing"", ""Microcontrollers""]","[""Renewable Energy"", ""Electronics"", ""Infrastructure""]","[""Renewable Energy"", ""Electronics"", ""Infrastructure""]","[""Rajasthan"", ""Bihar""]","[""Udaipur"", ""Gaya""]",On-site,4,Academic project experience,"[""English"", ""Hindi""]",Accessible workplace preferred,Urban
CAND2026-00710,Undergraduate,B.Com,Commerce,2027,7.1,"[""MS Excel"", ""Accounting"", ""Tally"", ""Financial Analysis"", ""Communication"", ""Documentation""]","[""Finance"", ""Accounting"", ""Banking""]","[""Finance"", ""Banking"", ""Marketing""]","[""Madhya Pradesh""]","[""Bhopal""]",Hybrid,6,No prior experience,"[""English"", ""Hindi""]",No preference,Urban
CAND2026-00711,Undergraduate,BBA,Business Administration,2028,8.4,"[""MS Excel"", ""Communication""]","[""Finance"", ""Marketing"", ""HR""]","[""Finance"", ""Marketing"", ""HR"", ""Logistics""]","[""Himachal Pradesh""]","[""Shimla""]",On-site,2,No prior experience,"[""English"", ""Hindi""]",No preference,Rural
CAND2026-00712,Undergraduate,B.Sc.,Agriculture,2026,5.8,"[""Agriculture"", ""Field Survey""]","[""Agriculture Technology"", ""Rural Development"", ""Sustainability""]","[""Agriculture"", ""Rural Development"", ""Renewable Energy""]","[""Maharashtra""]","[""Mumbai""]",Hybrid,3,Academic project experience,"[""English"", ""Hindi"", ""Marathi""]",No preference,Rural
CAND2026-00713,Undergraduate,B.Sc.,Data Science,2027,7.1,"[""Python"", ""SQL""]","[""Data Science"", ""Business Intelligence"", ""AI/ML""]","[""Data Science"", ""AI/ML"", ""IT""]","[""Gujarat"", ""Jharkhand""]","[""Surat"", ""Jamshedpur""]",Remote,3,No prior experience,"[""English"", ""Hindi"", ""Gujarati""]",No preference,Urban
CAND2026-00714,Undergraduate,BCA,Computer Applications,2028,8.4,"[""Python"", ""JavaScript"", ""SQL"", ""React""]","[""Software Development"", ""IT"", ""Data Science""]","[""Software Development"", ""IT"", ""Data Science""]","[""Chhattisgarh""]","[""Raipur""]",On-site,4,No prior experience,"[""English"", ""Hindi""]",No preference,Urban
CAND2026-00715,Diploma,Diploma,Civil Engineering,2027,8.1,"[""AutoCAD"", ""Site Survey"", ""MS Excel"", ""Documentation""]","[""Infrastructure"", ""Construction"", ""Urban Development""]","[""Infrastructure"", ""Manufacturing"", ""Renewable Energy""]","[""Andhra Pradesh""]","[""Visakhapatnam""]",Hybrid,6,Academic project experience,"[""Hindi"", ""English"", ""Telugu""]",No preference,Urban
CAND2026-00716,Diploma,Diploma,Electrical Engineering,2028,9.2,"[""Electrical Safety"", ""Solar Energy"", ""Testing"", ""Troubleshooting""]","[""Renewable Energy"", ""Electronics"", ""Infrastructure""]","[""Renewable Energy"", ""Electronics"", ""Telecommunications""]","[""Tamil Nadu""]","[""Coimbatore""]",On-site,2,0-1 internship experience,"[""Hindi"", ""English"", ""Tamil""]",No preference,Rural
CAND2026-00717,Undergraduate,BA,Public Administration,2028,8.4,"[""MS Excel"", ""Documentation"", ""Communication"", ""Research""]","[""Government"", ""E-Governance"", ""Rural Development""]","[""Government"", ""E-Governance"", ""Rural Development""]","[""West Bengal"", ""Madhya Pradesh""]","[""Siliguri"", ""Indore""]",Hybrid,3,No prior experience,"[""Hindi"", ""English"", ""Bengali""]",No preference,Rural
CAND2026-00718,Undergraduate,BA,Social Work,2026,5.8,"[""Field Survey"", ""Community Engagement"", ""Communication"", ""Data Collection"", ""Documentation"", ""MS Excel""]","[""Rural Development"", ""Education"", ""Healthcare""]","[""Rural Development"", ""Education"", ""Healthcare"", ""Government""]","[""Kerala""]","[""Thiruvananthapuram""]",Remote,3,Academic project experience,"[""Hindi"", ""English"", ""Malayalam""]",No preference,Urban
CAND2026-00719,Undergraduate,B.Sc.,Nursing,2027,7.1,"[""Patient Support"", ""Documentation"", ""Communication"", ""MS Excel"", ""Data Entry"", ""Teamwork""]","[""Healthcare"", ""Public Health""]","[""Healthcare"", ""Government"", ""Education""]","[""Goa""]","[""Panaji""]",On-site,4,No prior experience,"[""English"", ""Hindi"", ""Konkani""]",No preference,Urban
CAND2026-00720,Undergraduate,BA,Tourism,2028,8.4,"[""Customer Service"", ""Communication"", ""Tourism Operations"", ""Content Writing"", ""MS Excel"", ""Documentation""]","[""Tourism"", ""Hospitality"", ""Marketing""]","[""Tourism"", ""Marketing"", ""Logistics""]","[""Delhi""]","[""New Delhi""]",Hybrid,6,No prior experience,"[""English"", ""Hindi""]",No preference,Urban
CAND2026-00721,Undergraduate,B.Tech,Computer Science,2026,5.8,"[""Python"", ""SQL""]","[""Data Science"", ""Software Development"", ""AI/ML""]","[""IT"", ""Software Development"", ""Data Science"", ""AI/ML""]","[""Bihar"", ""Kerala""]","[""Patna"", ""Kochi""]",On-site,2,Academic project experience,"[""English"", ""Hindi""]",Accessible workplace preferred,Rural
CAND2026-00722,Undergraduate,B.Tech,Information Technology,2027,7.1,"[""Python"", ""JavaScript""]","[""Software Development"", ""Cybersecurity"", ""IT""]","[""Software Development"", ""Cybersecurity"", ""IT""]","[""Tripura""]","[""Agartala""]",Hybrid,3,No prior experience,"[""English"", ""Hindi"", ""Bengali""]",No preference,Rural
CAND2026-00723,Undergraduate,B.Tech,Artificial Intelligence,2028,8.4,"[""Python"", ""Machine Learning""]","[""AI/ML"", ""Data Science""]","[""AI/ML"", ""Data Science"", ""Software Development""]","[""Telangana""]","[""Hyderabad""]",Remote,3,No prior experience,"[""English"", ""Hindi"", ""Telugu""]",No preference,Urban
CAND2026-00724,Undergraduate,B.Tech,Mechanical Engineering,2026,5.8,"[""AutoCAD"", ""SolidWorks"", ""Manufacturing"", ""Quality Control""]","[""Manufacturing"", ""Automobile"", ""Infrastructure""]","[""Manufacturing"", ""Automobile"", ""Infrastructure""]","[""Uttar Pradesh""]","[""Varanasi""]",On-site,4,Academic project experience,"[""English"", ""Hindi""]",No preference,Urban
CAND2026-00725,Undergraduate,B.Tech,Automobile Engineering,2027,7.1,"[""Automobile Engineering"", ""Diagnostics"", ""AutoCAD"", ""Testing""]","[""Automobile"", ""Manufacturing"", ""Renewable Energy""]","[""Automobile"", ""Manufacturing"", ""Renewable Energy""]","[""Jharkhand"", ""Assam""]","[""Ranchi"", ""Guwahati""]",Hybrid,6,No prior experience,"[""English"", ""Hindi""]",No preference,Urban
CAND2026-00726,Undergraduate,B.Tech,Electronics and Communication,2028,8.4,"[""Embedded C"", ""Microcontrollers"", ""Networking"", ""PCB Design""]","[""Electronics"", ""Telecommunications"", ""IT""]","[""Electronics"", ""Telecommunications"", ""IT""]","[""Jammu and Kashmir""]","[""Srinagar""]",On-site,2,No prior experience,"[""English"", ""Hindi"", ""Urdu""]",No preference,Rural
CAND2026-00727,Undergraduate,B.Tech,Electrical Engineering,2026,5.8,"[""Electrical Safety"", ""Solar Energy"", ""AutoCAD"", ""MS Excel""]","[""Renewable Energy"", ""Electronics"", ""Infrastructure""]","[""Renewable Energy"", ""Electronics"", ""Infrastructure""]","[""Maharashtra""]","[""Pune""]",Hybrid,3,0-1 internship experience,"[""English"", ""Hindi"", ""Marathi""]",No preference,Rural
CAND2026-00728,Undergraduate,B.Com,Commerce,2027,7.1,"[""MS Excel"", ""Accounting"", ""Tally"", ""Financial Analysis"", ""Communication"", ""Documentation""]","[""Finance"", ""Accounting"", ""Banking""]","[""Finance"", ""Banking"", ""Marketing""]","[""Rajasthan""]","[""Udaipur""]",Remote,3,No prior experience,"[""English"", ""Hindi""]",No preference,Urban
CAND2026-00729,Undergraduate,BBA,Business Administration,2028,8.4,"[""MS Excel"", ""Communication"", ""Financial Analysis"", ""Digital Marketing"", ""Project Management"", ""Documentation""]","[""Finance"", ""Marketing"", ""HR""]","[""Finance"", ""Marketing"", ""HR"", ""Logistics""]","[""Madhya Pradesh"", ""Tripura""]","[""Bhopal"", ""Agartala""]",On-site,4,No prior experience,"[""English"", ""Hindi""]",No preference,Urban
CAND2026-00730,Undergraduate,B.Sc.,Agriculture,2026,5.8,"[""Agriculture"", ""Field Survey"", ""Data Collection"", ""MS Excel"", ""Community Engagement"", ""Communication""]","[""Agriculture Technology"", ""Rural Development"", ""Sustainability""]","[""Agriculture"", ""Rural Development"", ""Renewable Energy""]","[""Himachal Pradesh""]","[""Shimla""]",Hybrid,6,Academic project experience,"[""English"", ""Hindi""]",No preference,Urban
CAND2026-00731,Undergraduate,B.Sc.,Data Science,2027,7.1,"[""Python"", ""SQL""]","[""Data Science"", ""Business Intelligence"", ""AI/ML""]","[""Data Science"", ""AI/ML"", ""IT""]","[""Maharashtra""]","[""Mumbai""]",On-site,2,No prior experience,"[""English"", ""Hindi"", ""Marathi""]",No preference,Rural
CAND2026-00732,Undergraduate,BCA,Computer Applications,2028,8.4,"[""Python"", ""JavaScript""]","[""Software Development"", ""IT"", ""Data Science""]","[""Software Development"", ""IT"", ""Data Science""]","[""Gujarat""]","[""Surat""]",Hybrid,3,No prior experience,"[""English"", ""Hindi"", ""Gujarati""]",No preference,Rural
CAND2026-00733,Diploma,Diploma,Civil Engineering,2025,8.9,"[""AutoCAD"", ""Site Survey""]","[""Infrastructure"", ""Construction"", ""Urban Development""]","[""Infrastructure"", ""Manufacturing"", ""Renewable Energy""]","[""Chhattisgarh"", ""Jammu and Kashmir""]","[""Raipur"", ""Srinagar""]",Remote,3,Academic project experience,"[""Hindi"", ""English""]",Accessible workplace preferred,Urban
CAND2026-00734,Diploma,Diploma,Electrical Engineering,2026,6.2,"[""Electrical Safety"", ""Solar Energy"", ""Testing"", ""Troubleshooting""]","[""Renewable Energy"", ""Electronics"", ""Infrastructure""]","[""Renewable Energy"", ""Electronics"", ""Telecommunications""]","[""Andhra Pradesh""]","[""Visakhapatnam""]",On-site,4,No prior experience,"[""Hindi"", ""English"", ""Telugu""]",No preference,Urban
CAND2026-00735,Undergraduate,BA,Public Administration,2028,8.4,"[""MS Excel"", ""Documentation"", ""Communication"", ""Research""]","[""Government"", ""E-Governance"", ""Rural Development""]","[""Government"", ""E-Governance"", ""Rural Development""]","[""Tamil Nadu""]","[""Coimbatore""]",Hybrid,6,No prior experience,"[""Hindi"", ""English"", ""Tamil""]",No preference,Urban
CAND2026-00736,Undergraduate,BA,Social Work,2026,5.8,"[""Field Survey"", ""Community Engagement"", ""Communication"", ""Data Collection""]","[""Rural Development"", ""Education"", ""Healthcare""]","[""Rural Development"", ""Education"", ""Healthcare"", ""Government""]","[""West Bengal""]","[""Siliguri""]",On-site,2,Academic project experience,"[""Hindi"", ""English"", ""Bengali""]",No preference,Rural
CAND2026-00737,Undergraduate,B.Sc.,Nursing,2027,7.1,"[""Patient Support"", ""Documentation"", ""Communication"", ""MS Excel""]","[""Healthcare"", ""Public Health""]","[""Healthcare"", ""Government"", ""Education""]","[""Kerala"", ""Himachal Pradesh""]","[""Thiruvananthapuram"", ""Shimla""]",Hybrid,3,No prior experience,"[""English"", ""Hindi"", ""Malayalam""]",No preference,Rural
CAND2026-00738,Undergraduate,BA,Tourism,2028,8.4,"[""Customer Service"", ""Communication"", ""Tourism Operations"", ""Content Writing"", ""MS Excel"", ""Documentation""]","[""Tourism"", ""Hospitality"", ""Marketing""]","[""Tourism"", ""Marketing"", ""Logistics""]","[""Goa""]","[""Panaji""]",Remote,3,0-1 internship experience,"[""English"", ""Hindi"", ""Konkani""]",No preference,Urban
CAND2026-00739,Undergraduate,B.Tech,Computer Science,2026,5.8,"[""Python"", ""SQL"", ""Data Analysis"", ""Git"", ""React"", ""Machine Learning""]","[""Data Science"", ""Software Development"", ""AI/ML""]","[""IT"", ""Software Development"", ""Data Science"", ""AI/ML""]","[""Uttar Pradesh""]","[""Noida""]",On-site,4,Academic project experience,"[""English"", ""Hindi""]",No preference,Urban
CAND2026-00740,Undergraduate,B.Tech,Information Technology,2027,7.1,"[""Python"", ""JavaScript"", ""React"", ""SQL"", ""Networking"", ""Git""]","[""Software Development"", ""Cybersecurity"", ""IT""]","[""Software Development"", ""Cybersecurity"", ""IT""]","[""Bihar""]","[""Patna""]",Hybrid,6,No prior experience,"[""English"", ""Hindi""]",No preference,Urban
CAND2026-00741,Undergraduate,B.Tech,Artificial Intelligence,2028,8.4,"[""Python"", ""Machine Learning""]","[""AI/ML"", ""Data Science""]","[""AI/ML"", ""Data Science"", ""Software Development""]","[""Tripura"", ""Andhra Pradesh""]","[""Agartala"", ""Visakhapatnam""]",On-site,2,No prior experience,"[""English"", ""Hindi"", ""Bengali""]",No preference,Rural
CAND2026-00742,Undergraduate,B.Tech,Mechanical Engineering,2026,5.8,"[""AutoCAD"", ""SolidWorks""]","[""Manufacturing"", ""Automobile"", ""Infrastructure""]","[""Manufacturing"", ""Automobile"", ""Infrastructure""]","[""Telangana""]","[""Hyderabad""]",Hybrid,3,Academic project experience,"[""English"", ""Hindi"", ""Telugu""]",No preference,Rural
